測站,日期,小時,PM2.5_Value,PM25_Lag_1h,PM25_Lag_2h,PM25_Lag_24h
中山站,2018/11/30,0,14,15,26,20
中山站,2018/11/30,1,16,14,15,18
中山站,2018/11/30,2,21,16,14,9
中山站,2018/11/30,3,19,21,16,13
中山站,2018/11/30,4,14,19,21,15
中山站,2018/11/30,5,14,14,19,15
中山站,2018/11/30,6,14,14,14,14
中山站,2018/11/30,7,18,14,14,14
中山站,2018/11/30,8,21,18,14,16
中山站,2018/11/30,9,17,21,18,20
中山站,2018/11/30,10,18,17,21,19
中山站,2018/11/30,11,16,18,17,14
中山站,2018/11/30,12,19,16,18,19
中山站,2018/11/30,13,15,19,16,15
中山站,2018/11/30,14,14,15,19,20
中山站,2018/11/30,15,16,14,15,14
中山站,2018/11/30,16,21,16,14,14
中山站,2018/11/30,17,22,21,16,19
中山站,2018/11/30,18,21,22,21,21
中山站,2018/11/30,19,21,21,22,25
中山站,2018/11/30,20,20,21,21,28
中山站,2018/11/30,21,19,20,21,28
中山站,2018/11/30,22,21,19,20,26
中山站,2018/11/30,23,11,21,19,15
中山站,2018/12/1,0,15,11,21,14
中山站,2018/12/1,1,13,15,11,16
中山站,2018/12/1,2,24,13,15,21
中山站,2018/12/1,3,17,24,13,19
中山站,2018/12/1,4,14,17,24,14
中山站,2018/12/1,5,5,14,17,14
中山站,2018/12/1,6,7,5,14,14
中山站,2018/12/1,7,9,7,5,18
中山站,2018/12/1,8,12,9,7,21
中山站,2018/12/1,9,14,12,9,17
中山站,2018/12/1,10,15,14,12,18
中山站,2018/12/1,11,18,15,14,16
中山站,2018/12/1,12,18,18,15,19
中山站,2018/12/1,13,30,18,18,15
中山站,2018/12/1,14,32,30,18,14
中山站,2018/12/1,15,40,32,30,16
中山站,2018/12/1,16,34,40,32,21
中山站,2018/12/1,17,33,34,40,22
中山站,2018/12/1,18,25,33,34,21
中山站,2018/12/1,19,16,25,33,21
中山站,2018/12/1,20,14,16,25,20
中山站,2018/12/1,21,17,14,16,19
中山站,2018/12/1,22,17,17,14,21
中山站,2018/12/1,23,18,17,17,11
中山站,2018/12/2,0,12,18,17,15
中山站,2018/12/2,1,14,12,18,13
中山站,2018/12/2,2,15,14,12,24
中山站,2018/12/2,3,14,15,14,17
中山站,2018/12/2,4,10,14,15,14
中山站,2018/12/2,5,11,10,14,5
中山站,2018/12/2,6,9,11,10,7
中山站,2018/12/2,7,11,9,11,9
中山站,2018/12/2,8,10,11,9,12
中山站,2018/12/2,9,7,10,11,14
中山站,2018/12/2,10,7,7,10,15
中山站,2018/12/2,11,1,7,7,18
中山站,2018/12/2,12,3,1,7,18
中山站,2018/12/2,13,7,3,1,30
中山站,2018/12/2,14,7,7,3,32
中山站,2018/12/2,15,16,7,7,40
中山站,2018/12/2,16,16,16,7,34
中山站,2018/12/2,17,17,16,16,33
中山站,2018/12/2,18,9,17,16,25
中山站,2018/12/2,19,9,9,17,16
中山站,2018/12/2,20,12,9,9,14
中山站,2018/12/2,21,30,12,9,17
中山站,2018/12/2,22,43,30,12,17
中山站,2018/12/2,23,46,43,30,18
中山站,2018/12/3,0,27,46,43,12
中山站,2018/12/3,1,11,27,46,14
中山站,2018/12/3,2,2,11,27,15
中山站,2018/12/3,3,9,2,11,14
中山站,2018/12/3,4,14,9,2,10
中山站,2018/12/3,5,9,14,9,11
中山站,2018/12/3,6,7,9,14,9
中山站,2018/12/3,7,5,7,9,11
中山站,2018/12/3,8,9,5,7,10
中山站,2018/12/3,9,13,9,5,7
中山站,2018/12/3,10,12,13,9,7
中山站,2018/12/3,11,21,12,13,1
中山站,2018/12/3,12,18,21,12,3
中山站,2018/12/3,13,22,18,21,7
中山站,2018/12/3,14,19,22,18,7
中山站,2018/12/3,15,27,19,22,16
中山站,2018/12/3,16,36,27,19,16
中山站,2018/12/3,17,40,36,27,17
中山站,2018/12/3,18,41,40,36,9
中山站,2018/12/3,19,41,41,40,9
中山站,2018/12/3,20,46,41,41,12
中山站,2018/12/3,21,38,46,41,30
中山站,2018/12/3,22,31,38,46,43
中山站,2018/12/3,23,17,31,38,46
中山站,2018/12/4,0,12,17,31,27
中山站,2018/12/4,1,10,12,17,11
中山站,2018/12/4,2,7,10,12,2
中山站,2018/12/4,3,11,7,10,9
中山站,2018/12/4,4,9,11,7,14
中山站,2018/12/4,5,7,9,11,9
中山站,2018/12/4,6,6,7,9,7
中山站,2018/12/4,7,3,6,7,5
中山站,2018/12/4,8,3,3,6,9
中山站,2018/12/4,9,6,3,3,13
中山站,2018/12/4,10,7,6,3,12
中山站,2018/12/4,11,16,7,6,21
中山站,2018/12/4,12,15,16,7,18
中山站,2018/12/4,14,21,15,16,22
中山站,2018/12/4,15,29,21,15,19
中山站,2018/12/4,16,20,29,21,27
中山站,2018/12/4,17,21,20,29,36
中山站,2018/12/4,18,14,21,20,40
中山站,2018/12/4,19,19,14,21,41
中山站,2018/12/4,20,19,19,14,41
中山站,2018/12/4,21,23,19,19,46
中山站,2018/12/4,22,23,23,19,38
中山站,2018/12/4,23,15,23,23,31
中山站,2018/12/5,0,14,15,23,17
中山站,2018/12/5,1,14,14,15,12
中山站,2018/12/5,2,17,14,14,10
中山站,2018/12/5,3,14,17,14,7
中山站,2018/12/5,4,10,14,17,11
中山站,2018/12/5,5,13,10,14,9
中山站,2018/12/5,6,12,13,10,7
中山站,2018/12/5,7,12,12,13,6
中山站,2018/12/5,8,4,12,12,3
中山站,2018/12/5,9,6,4,12,3
中山站,2018/12/5,10,14,6,4,6
中山站,2018/12/5,11,19,14,6,7
中山站,2018/12/5,12,21,19,14,16
中山站,2018/12/5,13,13,21,19,15
中山站,2018/12/5,14,14,13,21,21
中山站,2018/12/5,15,10,14,13,29
中山站,2018/12/5,16,14,10,14,20
中山站,2018/12/5,17,12,14,10,21
中山站,2018/12/5,18,11,12,14,14
中山站,2018/12/5,19,16,11,12,19
中山站,2018/12/5,20,11,16,11,19
中山站,2018/12/5,21,14,11,16,23
中山站,2018/12/5,22,8,14,11,23
中山站,2018/12/5,23,9,8,14,15
中山站,2018/12/6,0,10,9,8,14
中山站,2018/12/6,1,7,10,9,14
中山站,2018/12/6,2,15,7,10,17
中山站,2018/12/6,3,7,15,7,14
中山站,2018/12/6,4,11,7,15,10
中山站,2018/12/6,5,3,11,7,13
中山站,2018/12/6,6,11,3,11,12
中山站,2018/12/6,7,11,11,3,12
中山站,2018/12/6,8,11,11,11,4
中山站,2018/12/6,9,14,11,11,6
中山站,2018/12/6,10,13,14,11,14
中山站,2018/12/6,11,14,13,14,19
中山站,2018/12/6,12,12,14,13,21
中山站,2018/12/6,13,21,12,14,13
中山站,2018/12/6,14,28,21,12,14
中山站,2018/12/6,15,33,28,21,10
中山站,2018/12/6,16,28,33,28,14
中山站,2018/12/6,17,27,28,33,12
中山站,2018/12/6,18,14,27,28,11
中山站,2018/12/6,19,11,14,27,16
中山站,2018/12/6,20,8,11,14,11
中山站,2018/12/6,21,12,8,11,14
中山站,2018/12/6,22,9,12,8,8
中山站,2018/12/6,23,11,9,12,9
中山站,2018/12/7,0,7,11,9,10
中山站,2018/12/7,1,4,7,11,7
中山站,2018/12/7,2,5,4,7,15
中山站,2018/12/7,3,5,5,4,7
中山站,2018/12/7,4,5,5,5,11
中山站,2018/12/7,5,1,5,5,3
中山站,2018/12/7,6,8,1,5,11
中山站,2018/12/7,7,14,8,1,11
中山站,2018/12/7,8,21,14,8,11
中山站,2018/12/7,9,16,21,14,14
中山站,2018/12/7,10,8,16,21,13
中山站,2018/12/7,11,5,8,16,14
中山站,2018/12/7,12,5,5,8,12
中山站,2018/12/7,13,6,5,5,21
中山站,2018/12/7,14,1,6,5,28
中山站,2018/12/7,15,5,1,6,33
中山站,2018/12/7,16,7,5,1,28
中山站,2018/12/7,17,9,7,5,27
中山站,2018/12/7,18,7,9,7,14
中山站,2018/12/7,19,6,7,9,11
中山站,2018/12/7,20,6,6,7,8
中山站,2018/12/7,21,1,6,6,12
中山站,2018/12/7,22,7,1,6,9
中山站,2018/12/7,23,9,7,1,11
中山站,2018/12/8,0,12,9,7,7
中山站,2018/12/8,1,11,12,9,4
中山站,2018/12/8,2,8,11,12,5
中山站,2018/12/8,3,8,8,11,5
中山站,2018/12/8,4,6,8,8,5
中山站,2018/12/8,5,1,6,8,1
中山站,2018/12/8,6,5,1,6,8
中山站,2018/12/8,7,2,5,1,14
中山站,2018/12/8,8,7,2,5,21
中山站,2018/12/8,9,1,7,2,16
中山站,2018/12/8,10,6,1,7,8
中山站,2018/12/8,11,1,6,1,5
中山站,2018/12/8,12,10,1,6,5
中山站,2018/12/8,13,3,10,1,6
中山站,2018/12/8,14,3,3,10,1
中山站,2018/12/8,15,1,3,3,5
中山站,2018/12/8,16,6,1,3,7
中山站,2018/12/8,17,10,6,1,9
中山站,2018/12/8,18,12,10,6,7
中山站,2018/12/8,19,13,12,10,6
中山站,2018/12/8,20,13,13,12,6
中山站,2018/12/8,21,8,13,13,1
中山站,2018/12/8,22,4,8,13,7
中山站,2018/12/8,23,6,4,8,9
中山站,2018/12/9,0,11,6,4,12
中山站,2018/12/9,1,7,11,6,11
中山站,2018/12/9,2,7,7,11,8
中山站,2018/12/9,3,3,7,7,8
中山站,2018/12/9,4,3,3,7,6
中山站,2018/12/9,5,4,3,3,1
中山站,2018/12/9,6,7,4,3,5
中山站,2018/12/9,7,7,7,4,2
中山站,2018/12/9,8,4,7,7,7
中山站,2018/12/9,9,2,4,7,1
中山站,2018/12/9,10,5,2,4,6
中山站,2018/12/9,11,3,5,2,1
中山站,2018/12/9,12,3,3,5,10
中山站,2018/12/9,13,3,3,3,3
中山站,2018/12/9,14,6,3,3,3
中山站,2018/12/9,15,4,6,3,1
中山站,2018/12/9,16,8,4,6,6
中山站,2018/12/9,17,6,8,4,10
中山站,2018/12/9,18,9,6,8,12
中山站,2018/12/9,19,5,9,6,13
中山站,2018/12/9,20,9,5,9,13
中山站,2018/12/9,21,8,9,5,8
中山站,2018/12/9,22,5,8,9,4
中山站,2018/12/9,23,5,5,8,6
中山站,2018/12/10,0,3,5,5,11
中山站,2018/12/10,1,2,3,5,7
中山站,2018/12/10,2,1,2,3,7
中山站,2018/12/10,3,2,1,2,3
中山站,2018/12/10,4,5,2,1,3
中山站,2018/12/10,5,10,5,2,4
中山站,2018/12/10,6,9,10,5,7
中山站,2018/12/10,7,10,9,10,7
中山站,2018/12/10,8,6,10,9,4
中山站,2018/12/10,9,7,6,10,2
中山站,2018/12/10,10,12,7,6,5
中山站,2018/12/10,12,1,12,7,3
中山站,2018/12/10,13,1,1,12,3
中山站,2018/12/10,14,1,1,1,3
中山站,2018/12/10,15,1,1,1,6
中山站,2018/12/10,16,1,1,1,4
中山站,2018/12/10,17,2,1,1,8
中山站,2018/12/10,18,11,2,1,6
中山站,2018/12/10,19,11,11,2,9
中山站,2018/12/10,20,7,11,11,5
中山站,2018/12/10,21,7,7,11,9
中山站,2018/12/10,22,4,7,7,8
中山站,2018/12/10,23,12,4,7,5
中山站,2018/12/11,0,10,12,4,5
中山站,2018/12/11,1,13,10,12,3
中山站,2018/12/11,2,7,13,10,2
中山站,2018/12/11,3,6,7,13,1
中山站,2018/12/11,4,4,6,7,2
中山站,2018/12/11,5,11,4,6,5
中山站,2018/12/11,6,17,11,4,10
中山站,2018/12/11,7,14,17,11,9
中山站,2018/12/11,8,10,14,17,10
中山站,2018/12/11,9,7,10,14,6
中山站,2018/12/11,10,14,7,10,7
中山站,2018/12/11,11,7,14,7,12
中山站,2018/12/11,12,6,7,14,1
中山站,2018/12/11,13,9,6,7,1
中山站,2018/12/11,14,2,9,6,1
中山站,2018/12/11,15,4,2,9,1
中山站,2018/12/11,16,4,4,2,1
中山站,2018/12/11,17,9,4,4,2
中山站,2018/12/11,18,11,9,4,11
中山站,2018/12/11,19,11,11,9,11
中山站,2018/12/11,20,13,11,11,7
中山站,2018/12/11,21,3,13,11,7
中山站,2018/12/11,22,9,3,13,4
中山站,2018/12/11,23,2,9,3,12
中山站,2018/12/12,0,15,2,9,10
中山站,2018/12/12,1,7,15,2,13
中山站,2018/12/12,2,9,7,15,7
中山站,2018/12/12,3,1,9,7,6
中山站,2018/12/12,4,4,1,9,4
中山站,2018/12/12,5,6,4,1,11
中山站,2018/12/12,6,2,6,4,17
中山站,2018/12/12,7,2,2,6,14
中山站,2018/12/12,8,4,2,2,10
中山站,2018/12/12,9,7,4,2,7
中山站,2018/12/12,10,6,7,4,14
中山站,2018/12/12,11,12,6,7,7
中山站,2018/12/12,12,12,12,6,6
中山站,2018/12/12,13,14,12,12,9
中山站,2018/12/12,14,11,14,12,2
中山站,2018/12/12,15,16,11,14,4
中山站,2018/12/12,16,20,16,11,4
中山站,2018/12/12,17,24,20,16,9
中山站,2018/12/12,18,27,24,20,11
中山站,2018/12/12,19,29,27,24,11
中山站,2018/12/12,20,25,29,27,13
中山站,2018/12/12,21,32,25,29,3
中山站,2018/12/12,22,33,32,25,9
中山站,2018/12/12,23,33,33,32,2
中山站,2018/12/13,0,29,33,33,15
中山站,2018/12/13,1,26,29,33,7
中山站,2018/12/13,2,29,26,29,9
中山站,2018/12/13,3,19,29,26,1
中山站,2018/12/13,4,17,19,29,4
中山站,2018/12/13,5,16,17,19,6
中山站,2018/12/13,6,14,16,17,2
中山站,2018/12/13,7,18,14,16,2
中山站,2018/12/13,8,15,18,14,4
中山站,2018/12/13,9,19,15,18,7
中山站,2018/12/13,10,12,19,15,6
中山站,2018/12/13,11,7,12,19,12
中山站,2018/12/13,12,14,7,12,12
中山站,2018/12/13,13,11,14,7,14
中山站,2018/12/13,14,13,11,14,11
中山站,2018/12/13,15,4,13,11,16
中山站,2018/12/13,16,5,4,13,20
中山站,2018/12/13,17,9,5,4,24
中山站,2018/12/13,18,14,9,5,27
中山站,2018/12/13,19,12,14,9,29
中山站,2018/12/13,20,13,12,14,25
中山站,2018/12/13,21,13,13,12,32
中山站,2018/12/13,22,14,13,13,33
中山站,2018/12/13,23,11,14,13,33
中山站,2018/12/14,0,10,11,14,29
中山站,2018/12/14,1,10,10,11,26
中山站,2018/12/14,2,8,10,10,29
中山站,2018/12/14,3,1,8,10,19
中山站,2018/12/14,4,1,1,8,17
中山站,2018/12/14,5,1,1,1,16
中山站,2018/12/14,6,4,1,1,14
中山站,2018/12/14,7,7,4,1,18
中山站,2018/12/14,8,8,7,4,15
中山站,2018/12/14,9,14,8,7,19
中山站,2018/12/14,10,14,14,8,12
中山站,2018/12/14,11,13,14,14,7
中山站,2018/12/14,12,11,13,14,14
中山站,2018/12/14,13,12,11,13,11
中山站,2018/12/14,14,15,12,11,13
中山站,2018/12/14,15,7,15,12,4
中山站,2018/12/14,16,12,7,15,5
中山站,2018/12/14,17,9,12,7,9
中山站,2018/12/14,18,25,9,12,14
中山站,2018/12/14,19,14,25,9,12
中山站,2018/12/14,20,21,14,25,13
中山站,2018/12/14,21,11,21,14,13
中山站,2018/12/14,22,11,11,21,14
中山站,2018/12/14,23,7,11,11,11
中山站,2018/12/15,0,6,7,11,10
中山站,2018/12/15,1,14,6,7,10
中山站,2018/12/15,2,11,14,6,8
中山站,2018/12/15,3,8,11,14,1
中山站,2018/12/15,4,6,8,11,1
中山站,2018/12/15,5,7,6,8,1
中山站,2018/12/15,6,4,7,6,4
中山站,2018/12/15,7,5,4,7,7
中山站,2018/12/15,8,7,5,4,8
中山站,2018/12/15,9,9,7,5,14
中山站,2018/12/15,10,6,9,7,14
中山站,2018/12/15,11,7,6,9,13
中山站,2018/12/15,12,14,7,6,11
中山站,2018/12/15,13,14,14,7,12
中山站,2018/12/15,14,11,14,14,15
中山站,2018/12/15,15,11,11,14,7
中山站,2018/12/15,16,12,11,11,12
中山站,2018/12/15,17,13,12,11,9
中山站,2018/12/15,18,2,13,12,25
中山站,2018/12/15,19,7,2,13,14
中山站,2018/12/15,20,2,7,2,21
中山站,2018/12/15,21,5,2,7,11
中山站,2018/12/15,22,1,5,2,11
中山站,2018/12/15,23,4,1,5,7
中山站,2018/12/16,0,7,4,1,6
中山站,2018/12/16,1,9,7,4,14
中山站,2018/12/16,2,8,9,7,11
中山站,2018/12/16,3,8,8,9,8
中山站,2018/12/16,4,2,8,8,6
中山站,2018/12/16,5,6,2,8,7
中山站,2018/12/16,6,7,6,2,4
中山站,2018/12/16,7,9,7,6,5
中山站,2018/12/16,8,13,9,7,7
中山站,2018/12/16,9,15,13,9,9
中山站,2018/12/16,10,25,15,13,6
中山站,2018/12/16,11,21,25,15,7
中山站,2018/12/16,12,26,21,25,14
中山站,2018/12/16,13,22,26,21,14
中山站,2018/12/16,14,27,22,26,11
中山站,2018/12/16,15,24,27,22,11
中山站,2018/12/16,16,22,24,27,12
中山站,2018/12/16,17,14,22,24,13
中山站,2018/12/16,18,16,14,22,2
中山站,2018/12/16,19,12,16,14,7
中山站,2018/12/16,20,21,12,16,2
中山站,2018/12/16,21,14,21,12,5
中山站,2018/12/16,22,13,14,21,1
中山站,2018/12/16,23,7,13,14,4
中山站,2018/12/17,0,1,7,13,7
中山站,2018/12/17,1,6,1,7,9
中山站,2018/12/17,2,5,6,1,8
中山站,2018/12/17,3,13,5,6,8
中山站,2018/12/17,4,7,13,5,2
中山站,2018/12/17,5,10,7,13,6
中山站,2018/12/17,6,1,10,7,7
中山站,2018/12/17,7,12,1,10,9
中山站,2018/12/17,8,16,12,1,13
中山站,2018/12/17,9,27,16,12,15
中山站,2018/12/17,10,21,27,16,25
中山站,2018/12/17,12,25,21,27,21
中山站,2018/12/17,13,25,25,21,26
中山站,2018/12/17,14,29,25,25,22
中山站,2018/12/17,15,26,29,25,27
中山站,2018/12/17,16,30,26,29,24
中山站,2018/12/17,17,18,30,26,22
中山站,2018/12/17,18,18,18,30,14
中山站,2018/12/17,19,25,18,18,16
中山站,2018/12/17,20,32,25,18,12
中山站,2018/12/17,21,27,32,25,21
中山站,2018/12/17,22,22,27,32,14
中山站,2018/12/17,23,21,22,27,13
中山站,2018/12/18,0,26,21,22,7
中山站,2018/12/18,1,19,26,21,1
中山站,2018/12/18,2,21,19,26,6
中山站,2018/12/18,3,19,21,19,5
中山站,2018/12/18,4,22,19,21,13
中山站,2018/12/18,5,17,22,19,7
中山站,2018/12/18,6,16,17,22,10
中山站,2018/12/18,7,16,16,17,1
中山站,2018/12/18,8,18,16,16,12
中山站,2018/12/18,9,21,18,16,16
中山站,2018/12/18,10,28,21,18,27
中山站,2018/12/18,11,16,28,21,21
中山站,2018/12/18,12,11,16,28,25
中山站,2018/12/18,13,6,11,16,25
中山站,2018/12/18,14,14,6,11,29
中山站,2018/12/18,15,18,14,6,26
中山站,2018/12/18,16,15,18,14,30
中山站,2018/12/18,17,17,15,18,18
中山站,2018/12/18,18,14,17,15,18
中山站,2018/12/18,19,20,14,17,25
中山站,2018/12/18,20,15,20,14,32
中山站,2018/12/18,21,16,15,20,27
中山站,2018/12/18,22,11,16,15,22
中山站,2018/12/18,23,11,11,16,21
中山站,2018/12/19,0,6,11,11,26
中山站,2018/12/19,1,7,6,11,19
中山站,2018/12/19,2,9,7,6,21
中山站,2018/12/19,3,16,9,7,19
中山站,2018/12/19,4,8,16,9,22
中山站,2018/12/19,5,17,8,16,17
中山站,2018/12/19,6,16,17,8,16
中山站,2018/12/19,7,23,16,17,16
中山站,2018/12/19,8,18,23,16,18
中山站,2018/12/19,9,18,18,23,21
中山站,2018/12/19,10,12,18,18,28
中山站,2018/12/19,11,14,12,18,16
中山站,2018/12/19,12,21,14,12,11
中山站,2018/12/19,13,21,21,14,6
中山站,2018/12/19,14,14,21,21,14
中山站,2018/12/19,15,6,14,21,18
中山站,2018/12/19,16,8,6,14,15
中山站,2018/12/19,17,12,8,6,17
中山站,2018/12/19,18,15,12,8,14
中山站,2018/12/19,19,16,15,12,20
中山站,2018/12/19,20,21,16,15,15
中山站,2018/12/19,21,17,21,16,16
中山站,2018/12/19,22,16,17,21,11
中山站,2018/12/19,23,11,16,17,11
中山站,2018/12/20,0,9,11,16,6
中山站,2018/12/20,1,7,9,11,7
中山站,2018/12/20,2,7,7,9,9
中山站,2018/12/20,3,14,7,7,16
中山站,2018/12/20,4,10,14,7,8
中山站,2018/12/20,5,16,10,14,17
中山站,2018/12/20,6,13,16,10,16
中山站,2018/12/20,7,15,13,16,23
中山站,2018/12/20,8,11,15,13,18
中山站,2018/12/20,9,10,11,15,18
中山站,2018/12/20,10,20,10,11,12
中山站,2018/12/20,11,17,20,10,14
中山站,2018/12/20,12,14,17,20,21
中山站,2018/12/20,13,7,14,17,21
中山站,2018/12/20,14,21,7,14,14
中山站,2018/12/20,15,22,21,7,6
中山站,2018/12/20,16,32,22,21,8
中山站,2018/12/20,17,24,32,22,12
中山站,2018/12/20,18,26,24,32,15
中山站,2018/12/20,19,23,26,24,16
中山站,2018/12/20,20,27,23,26,21
中山站,2018/12/20,21,31,27,23,17
中山站,2018/12/20,22,33,31,27,16
中山站,2018/12/20,23,30,33,31,11
中山站,2018/12/21,0,22,30,33,9
中山站,2018/12/21,1,21,22,30,7
中山站,2018/12/21,2,21,21,22,7
中山站,2018/12/21,3,19,21,21,14
中山站,2018/12/21,4,12,19,21,10
中山站,2018/12/21,5,10,12,19,16
中山站,2018/12/21,6,14,10,12,13
中山站,2018/12/21,7,22,14,10,15
中山站,2018/12/21,8,22,22,14,11
中山站,2018/12/21,9,29,22,22,10
中山站,2018/12/21,10,22,29,22,20
中山站,2018/12/21,11,24,22,29,17
中山站,2018/12/21,12,19,24,22,14
中山站,2018/12/21,13,21,19,24,7
中山站,2018/12/21,14,18,21,19,21
中山站,2018/12/21,15,21,18,21,22
中山站,2018/12/21,16,28,21,18,32
中山站,2018/12/21,17,22,28,21,24
中山站,2018/12/21,18,17,22,28,26
中山站,2018/12/21,19,6,17,22,23
中山站,2018/12/21,20,13,6,17,27
中山站,2018/12/21,21,10,13,6,31
中山站,2018/12/21,22,11,10,13,33
中山站,2018/12/21,23,8,11,10,30
中山站,2018/12/22,0,13,8,11,22
中山站,2018/12/22,1,8,13,8,21
中山站,2018/12/22,2,6,8,13,21
中山站,2018/12/22,3,5,6,8,19
中山站,2018/12/22,4,13,5,6,12
中山站,2018/12/22,5,14,13,5,10
中山站,2018/12/22,6,13,14,13,14
中山站,2018/12/22,7,17,13,14,22
中山站,2018/12/22,8,16,17,13,22
中山站,2018/12/22,9,28,16,17,29
中山站,2018/12/22,10,31,28,16,22
中山站,2018/12/22,11,40,31,28,24
中山站,2018/12/22,12,38,40,31,19
中山站,2018/12/22,13,36,38,40,21
中山站,2018/12/22,14,40,36,38,18
中山站,2018/12/22,15,39,40,36,21
中山站,2018/12/22,16,45,39,40,28
中山站,2018/12/22,17,44,45,39,22
中山站,2018/12/22,18,42,44,45,17
中山站,2018/12/22,19,36,42,44,6
中山站,2018/12/22,20,33,36,42,13
中山站,2018/12/22,21,32,33,36,10
中山站,2018/12/22,22,27,32,33,11
中山站,2018/12/22,23,21,27,32,8
中山站,2018/12/23,0,18,21,27,13
中山站,2018/12/23,1,16,18,21,8
中山站,2018/12/23,2,14,16,18,6
中山站,2018/12/23,3,16,14,16,5
中山站,2018/12/23,4,10,16,14,13
中山站,2018/12/23,5,14,10,16,14
中山站,2018/12/23,6,8,14,10,13
中山站,2018/12/23,7,21,8,14,17
中山站,2018/12/23,8,14,21,8,16
中山站,2018/12/23,9,15,14,21,28
中山站,2018/12/23,10,1,15,14,31
中山站,2018/12/23,11,4,1,15,40
中山站,2018/12/23,12,3,4,1,38
中山站,2018/12/23,13,9,3,4,36
中山站,2018/12/23,14,8,9,3,40
中山站,2018/12/23,15,11,8,9,39
中山站,2018/12/23,16,5,11,8,45
中山站,2018/12/23,17,7,5,11,44
中山站,2018/12/23,18,4,7,5,42
中山站,2018/12/23,19,7,4,7,36
中山站,2018/12/23,20,5,7,4,33
中山站,2018/12/23,21,7,5,7,32
中山站,2018/12/23,22,6,7,5,27
中山站,2018/12/23,23,5,6,7,21
中山站,2018/12/24,0,1,5,6,18
中山站,2018/12/24,1,1,1,5,16
中山站,2018/12/24,2,1,1,1,14
中山站,2018/12/24,3,7,1,1,16
中山站,2018/12/24,4,7,7,1,10
中山站,2018/12/24,5,7,7,7,14
中山站,2018/12/24,6,1,7,7,8
中山站,2018/12/24,7,10,1,7,21
中山站,2018/12/24,8,3,10,1,14
中山站,2018/12/24,9,6,3,10,15
中山站,2018/12/24,10,1,6,3,1
中山站,2018/12/24,11,4,1,6,4
中山站,2018/12/24,12,4,4,1,3
中山站,2018/12/24,13,1,4,4,9
中山站,2018/12/24,14,2,1,4,8
中山站,2018/12/24,15,1,2,1,11
中山站,2018/12/24,16,1,1,2,5
中山站,2018/12/24,17,8,1,1,7
中山站,2018/12/24,18,18,8,1,4
中山站,2018/12/24,19,21,18,8,7
中山站,2018/12/24,20,14,21,18,5
中山站,2018/12/24,21,5,14,21,7
中山站,2018/12/24,22,7,5,14,6
中山站,2018/12/24,23,10,7,5,5
中山站,2018/12/25,0,15,10,7,1
中山站,2018/12/25,1,10,15,10,1
中山站,2018/12/25,2,8,10,15,1
中山站,2018/12/25,3,4,8,10,7
中山站,2018/12/25,4,1,4,8,7
中山站,2018/12/25,5,1,1,4,7
中山站,2018/12/25,6,6,1,1,1
中山站,2018/12/25,7,4,6,1,10
中山站,2018/12/25,8,6,4,6,3
中山站,2018/12/25,9,1,6,4,6
中山站,2018/12/25,10,12,1,6,1
中山站,2018/12/25,11,13,12,1,4
中山站,2018/12/25,12,15,13,12,4
中山站,2018/12/25,14,2,15,13,1
中山站,2018/12/25,15,1,2,15,2
中山站,2018/12/25,16,9,1,2,1
中山站,2018/12/25,17,11,9,1,1
中山站,2018/12/25,18,14,11,9,8
中山站,2018/12/25,19,10,14,11,18
中山站,2018/12/25,20,12,10,14,21
中山站,2018/12/25,21,15,12,10,14
中山站,2018/12/25,22,15,15,12,5
中山站,2018/12/25,23,19,15,15,7
中山站,2018/12/26,0,16,19,15,10
中山站,2018/12/26,1,12,16,19,15
中山站,2018/12/26,2,13,12,16,10
中山站,2018/12/26,3,6,13,12,8
中山站,2018/12/26,4,1,6,13,4
中山站,2018/12/26,5,4,1,6,1
中山站,2018/12/26,6,4,4,1,1
中山站,2018/12/26,7,3,4,4,6
中山站,2018/12/26,8,2,3,4,4
中山站,2018/12/26,9,7,2,3,6
中山站,2018/12/26,10,19,7,2,1
中山站,2018/12/26,11,16,19,7,12
中山站,2018/12/26,12,21,16,19,13
中山站,2018/12/26,13,19,21,16,15
中山站,2018/12/26,14,18,19,21,2
中山站,2018/12/26,15,10,18,19,1
中山站,2018/12/26,16,5,10,18,9
中山站,2018/12/26,17,4,5,10,11
中山站,2018/12/26,18,7,4,5,14
中山站,2018/12/26,19,8,7,4,10
中山站,2018/12/26,20,7,8,7,12
中山站,2018/12/26,21,6,7,8,15
中山站,2018/12/26,22,8,6,7,15
中山站,2018/12/26,23,4,8,6,19
中山站,2018/12/27,0,13,4,8,16
中山站,2018/12/27,1,8,13,4,12
中山站,2018/12/27,2,19,8,13,13
中山站,2018/12/27,3,8,19,8,6
中山站,2018/12/27,4,4,8,19,1
中山站,2018/12/27,5,1,4,8,4
中山站,2018/12/27,6,3,1,4,4
中山站,2018/12/27,7,16,3,1,3
中山站,2018/12/27,8,9,16,3,2
中山站,2018/12/27,9,12,9,16,7
中山站,2018/12/27,10,12,12,9,19
中山站,2018/12/27,11,16,12,12,16
中山站,2018/12/27,12,14,16,12,21
中山站,2018/12/27,13,10,14,16,19
中山站,2018/12/27,14,9,10,14,18
中山站,2018/12/27,15,7,9,10,10
中山站,2018/12/27,16,6,7,9,5
中山站,2018/12/27,17,7,6,7,4
中山站,2018/12/27,18,9,7,6,7
中山站,2018/12/27,19,9,9,7,8
